"";"instant";"dteday";"season";"yr";"mnth";"hr";"holiday";"weekday";"workingday";"weathersit";"temp";"atemp";"hum";"windspeed";"casual";"registered";"cnt"
"7473";7473;"2011-11-12";4;0;11;23;0;6;0;1;0,4;0,4091;0,58;0,1642;23;78;101
"7972";7972;"2011-12-03";4;0;12;19;0;6;0;1;0,3;0,3182;0,61;0,0896;31;144;175
"16567";16567;"2012-11-28";4;1;11;0;0;3;1;2;0,26;0,2424;0,75;0,2537;1;22;23
"2650";2650;"2011-04-25";2;0;4;7;0;1;1;2;0,52;0,5;1;0,0896;13;183;196
"7262";7262;"2011-11-04";4;0;11;4;0;5;1;2;0,38;0,3939;0,87;0,0896;1;6;7
"6649";6649;"2011-10-09";4;0;10;14;0;0;0;1;0,68;0,6364;0,47;0,1642;272;228;500
"12032";12032;"2012-05-21";2;1;5;12;0;1;1;2;0,6;0,5606;0,83;0,2537;46;124;170
"15858";15858;"2012-10-27";4;1;10;22;0;6;0;2;0,52;0,5;0,72;0,2537;41;116;157
"12665";12665;"2012-06-16";2;1;6;21;0;6;0;2;0,64;0,6212;0,5;0,2239;98;192;290
"7981";7981;"2011-12-04";4;0;12;4;0;0;0;1;0,26;0,303;0,87;0;2;9;11
"5504";5504;"2011-08-22";3;0;8;5;0;1;1;1;0,66;0,6212;0,65;0,3582;1;23;24
"1900";1900;"2011-03-24";2;0;3;22;0;4;1;1;0,26;0,2576;0,65;0,1642;3;59;62
"2949";2949;"2011-05-07";2;0;5;18;0;6;0;1;0,58;0,5455;0,37;0,1642;114;175;289
"14271";14271;"2012-08-22";3;1;8;19;0;3;1;2;0,66;0,6212;0,74;0;56;524;580
"4471";4471;"2011-07-10";3;0;7;4;0;0;0;1;0,66;0,6212;0,69;0,0896;0;5;5
"10655";10655;"2012-03-25";2;1;3;1;0;0;0;2;0,42;0,4242;1;0,2537;24;65;89
"3038";3038;"2011-05-11";2;0;5;11;0;3;1;1;0,56;0,5303;0,64;0,0896;18;123;141
"7080";7080;"2011-10-27";4;0;10;14;0;4;1;2;0,52;0,5;0,83;0;16;76;92
"16516";16516;"2012-11-25";4;1;11;21;0;0;0;1;0,26;0,303;0,48;0;4;60;64
"2092";2092;"2011-04-02";2;0;4;0;0;6;0;2;0,3;0,3333;0,61;0;3;29;32
"3032";3032;"2011-05-11";2;0;5;5;0;3;1;1;0,46;0,4545;0,88;0,1343;0;20;20
"15521";15521;"2012-10-13";4;1;10;21;0;6;0;1;0,4;0,4091;0,58;0,194;47;157;204
"7572";7572;"2011-11-17";4;0;11;2;0;4;1;2;0,42;0,4242;0,82;0,2239;0;5;5
"15845";15845;"2012-10-27";4;1;10;9;0;6;0;1;0,5;0,4848;0,77;0,2537;88;240;328
"10785";10785;"2012-03-30";2;1;3;11;0;5;1;2;0,36;0,3788;0,53;0;48;153;201
"5775";5775;"2011-09-03";3;0;9;1;0;6;0;2;0,64;0,6061;0,69;0,2537;17;57;74
"9193";9193;"2012-01-23";1;1;1;22;0;1;1;2;0,26;0,2424;1;0,2836;4;64;68
"2086";2086;"2011-04-01";2;0;4;18;0;5;1;1;0,34;0,303;0,46;0,3284;36;205;241
"11629";11629;"2012-05-04";2;1;5;17;0;5;1;1;0,7;0,6515;0,54;0,4627;96;547;643
"411";411;"2011-01-19";1;0;1;2;0;3;1;3;0,22;0,2273;0,93;0,1343;0;3;3
"1264";1264;"2011-02-25";1;0;2;19;0;5;1;1;0,3;0,2727;0,52;0,4478;4;86;90
"9874";9874;"2012-02-21";1;1;2;10;0;2;1;1;0,24;0,2273;0,7;0,194;8;77;85
"11134";11134;"2012-04-14";2;1;4;2;0;6;0;1;0,38;0,3939;0,66;0,1343;3;53;56
"1052";1052;"2011-02-16";1;0;2;13;0;3;1;1;0,42;0,4242;0,3;0,3582;13;80;93
"8545";8545;"2011-12-27";1;0;12;18;0;2;1;1;0,38;0,3939;0,87;0,2836;9;126;135
"7957";7957;"2011-12-03";4;0;12;4;0;6;0;1;0,22;0,2273;0,75;0,1343;1;7;8
"14558";14558;"2012-09-03";3;1;9;18;1;1;0;1;0,74;0,697;0,66;0,1642;145;337;482
"8612";8612;"2011-12-30";1;0;12;14;0;5;1;2;0,4;0,4091;0,47;0,0896;67;178;245
"1579";1579;"2011-03-11";1;0;3;6;0;5;1;1;0,26;0,2424;0,81;0,2836;1;31;32
"7816";7816;"2011-11-27";4;0;11;6;0;0;0;1;0,38;0,3939;0,82;0,1642;0;9;9
"7145";7145;"2011-10-30";4;0;10;7;0;0;0;1;0,24;0,2879;0,75;0;7;15;22
"17338";17338;"2012-12-30";1;1;12;6;0;0;0;2;0,24;0,197;0,52;0,4179;1;7;8
"4092";4092;"2011-06-24";3;0;6;9;0;5;1;1;0,74;0,6818;0,62;0,1343;28;203;231
"17243";17243;"2012-12-26";1;1;12;7;0;3;1;3;0,2;0,1818;0,86;0,3284;0;26;26
"9070";9070;"2012-01-18";1;1;1;19;0;3;1;1;0,22;0,197;0,37;0,3881;5;251;256
"11798";11798;"2012-05-11";2;1;5;18;0;5;1;1;0,64;0,6061;0,23;0,2836;78;518;596
"10566";10566;"2012-03-21";2;1;3;8;0;3;1;3;0,48;0,4697;0,94;0,1045;33;502;535
"4139";4139;"2011-06-26";3;0;6;8;0;0;0;1;0,64;0,6212;0,61;0,194;29;78;107
"3485";3485;"2011-05-30";2;0;5;2;1;1;0;1;0,64;0,5606;0,94;0,194;17;28;45
"4475";4475;"2011-07-10";3;0;7;8;0;0;0;1;0,72;0,6818;0,66;0;27;65;92
"5036";5036;"2011-08-02";3;0;8;17;0;2;1;2;0,9;0,7879;0,27;0,1343;63;493;556
"9084";9084;"2012-01-19";1;1;1;9;0;4;1;1;0,12;0,197;0,54;0;6;204;210
"11427";11427;"2012-04-26";2;1;4;7;0;4;1;3;0,46;0,4545;0,82;0,3582;3;222;225
"10241";10241;"2012-03-07";1;1;3;18;0;3;1;1;0,56;0,5303;0,4;0,4627;35;509;544
"4817";4817;"2011-07-24";3;0;7;14;0;0;0;1;0,86;0,8182;0,5;0,2836;79;204;283
"4590";4590;"2011-07-15";3;0;7;3;0;5;1;1;0,6;0,5909;0,73;0,194;1;6;7
"7486";7486;"2011-11-13";4;0;11;12;0;0;0;2;0,52;0,5;0,29;0,4179;112;242;354
"9339";9339;"2012-01-30";1;1;1;0;0;1;1;2;0,32;0,2879;0,26;0,4179;0;10;10
"14356";14356;"2012-08-26";3;1;8;8;0;0;0;1;0,68;0,6364;0,79;0,2836;21;112;133
"8354";8354;"2011-12-19";4;0;12;17;0;1;1;1;0,38;0,3939;0,46;0,194;16;362;378
"699";699;"2011-02-01";1;0;2;11;0;2;1;2;0,18;0,2424;0,86;0;2;49;51
"2580";2580;"2011-04-22";2;0;4;9;0;5;1;3;0,34;0,303;0,61;0,2985;17;178;195
"13491";13491;"2012-07-21";3;1;7;7;0;6;0;2;0,58;0,5455;0,88;0,2537;8;29;37
"9201";9201;"2012-01-24";1;1;1;6;0;2;1;2;0,32;0,3182;0,93;0,194;1;88;89
"10812";10812;"2012-03-31";2;1;3;14;0;6;0;2;0,5;0,4848;0,63;0,2537;240;311;551
"4439";4439;"2011-07-08";3;0;7;20;0;5;1;1;0,66;0,6061;0,83;0,1642;30;220;250
"12544";12544;"2012-06-11";2;1;6;20;0;1;1;2;0,74;0,6667;0,48;0,2239;61;333;394
"14373";14373;"2012-08-27";3;1;8;1;0;1;1;1;0,62;0,5606;0,88;0,0896;3;4;7
"4959";4959;"2011-07-30";3;0;7;12;0;6;0;1;0,84;0,7273;0,32;0,1642;111;230;341
"17170";17170;"2012-12-23";1;1;12;4;0;0;0;1;0,2;0,2121;0,47;0,1343;1;3;4
"3591";3591;"2011-06-03";2;0;6;12;0;5;1;1;0,66;0,6212;0,27;0,2836;51;208;259
"758";758;"2011-02-03";1;0;2;23;0;4;1;1;0,2;0,2273;0,47;0,1045;4;34;38
"6767";6767;"2011-10-14";4;0;10;12;0;5;1;3;0,52;0,5;0,88;0,1642;13;62;75
"15936";15936;"2012-11-01";4;1;11;16;0;4;1;2;0,4;0,4091;0,54;0,1642;31;313;344
"15549";15549;"2012-10-15";4;1;10;1;0;1;1;2;0,58;0,5455;0,64;0,3881;5;24;29
"11556";11556;"2012-05-01";2;1;5;16;0;2;1;1;0,74;0,6667;0,45;0,194;41;313;354
"12799";12799;"2012-06-22";3;1;6;11;0;5;1;1;0,8;0,7424;0,49;0,1642;76;160;236
"11123";11123;"2012-04-13";2;1;4;15;0;5;1;1;0,54;0,5152;0,28;0,2537;115;237;352
"6642";6642;"2011-10-09";4;0;10;7;0;0;0;1;0,44;0,4394;0,86;0;18;26;44
"7464";7464;"2011-11-12";4;0;11;14;0;6;0;1;0,5;0,4848;0,36;0,2985;191;244;435
"12303";12303;"2012-06-01";2;1;6;19;0;5;1;3;0,62;0,5606;0,88;0,3582;4;41;45
"14077";14077;"2012-08-14";3;1;8;17;0;2;1;3;0,76;0,7273;0,66;0,2537;78;734;812
"5933";5933;"2011-09-09";3;0;9;17;0;5;1;1;0,7;0,6667;0,79;0,2537;54;451;505
"6886";6886;"2011-10-19";4;0;10;12;0;3;1;3;0,52;0,5;0,94;0,3284;13;117;130
"3319";3319;"2011-05-23";2;0;5;4;0;1;1;2;0,54;0,5152;0,94;0;2;2;4
"9745";9745;"2012-02-15";1;1;2;23;0;3;1;1;0,34;0,3485;0,53;0,0896;4;54;58
"12577";12577;"2012-06-13";2;1;6;5;0;3;1;1;0,6;0,5606;0,83;0,194;2;38;40
"1543";1543;"2011-03-09";1;0;3;15;0;3;1;2;0,36;0,3333;0,71;0,2985;15;64;79
"12129";12129;"2012-05-25";2;1;5;13;0;5;1;1;0,74;0,6818;0,62;0,1343;86;247;333
"13927";13927;"2012-08-08";3;1;8;11;0;3;1;2;0,8;0,7424;0,52;0;80;159;239
"13418";13418;"2012-07-18";3;1;7;6;0;3;1;1;0,72;0,6818;0,7;0,1642;10;152;162
"8001";8001;"2011-12-05";4;0;12;0;0;1;1;1;0,32;0,3333;0,87;0,0896;3;21;24
"11102";11102;"2012-04-12";2;1;4;18;0;4;1;1;0,5;0,4848;0,27;0,3881;63;547;610
"11274";11274;"2012-04-19";2;1;4;22;0;4;1;1;0,52;0,5;0,59;0,194;29;219;248
"4949";4949;"2011-07-30";3;0;7;2;0;6;0;1;0,76;0,697;0,55;0,1045;11;31;42
"7862";7862;"2011-11-29";4;0;11;5;0;2;1;1;0,5;0,4848;0,88;0,2836;1;21;22
"14974";14974;"2012-09-21";3;1;9;2;0;5;1;1;0,52;0,5;0,72;0;6;8;14
"5641";5641;"2011-08-28";3;0;8;11;0;0;0;1;0,7;0,6515;0,58;0,3881;59;178;237
"13247";13247;"2012-07-11";3;1;7;3;0;3;1;1;0,64;0,5758;0,89;0,1343;0;5;5
"11538";11538;"2012-04-30";2;1;4;22;0;1;1;2;0,52;0,5;0,55;0,1642;11;123;134
"1131";1131;"2011-02-19";1;0;2;20;0;6;0;1;0,32;0,2879;0,28;0,5224;9;38;47
"4246";4246;"2011-06-30";3;0;6;19;0;4;1;1;0,74;0,6515;0,33;0,194;89;366;455
"4289";4289;"2011-07-02";3;0;7;14;0;6;0;1;0,84;0,7121;0,2;0;177;215;392
"5003";5003;"2011-08-01";3;0;8;8;0;1;1;1;0,8;0,7273;0,43;0,194;35;347;382
"7831";7831;"2011-11-27";4;0;11;21;0;0;0;1;0,48;0,4697;0,67;0,2836;13;75;88
"1416";1416;"2011-03-04";1;0;3;6;0;5;1;2;0,16;0,197;0,74;0,0896;1;28;29
"5511";5511;"2011-08-22";3;0;8;12;0;1;1;1;0,74;0,6515;0,35;0,3881;54;153;207
"6239";6239;"2011-09-22";3;0;9;12;0;4;1;2;0,66;0,6061;0,83;0,1642;25;151;176
"886";886;"2011-02-09";1;0;2;9;0;3;1;1;0,12;0,1364;0,39;0,1642;4;119;123
"3723";3723;"2011-06-09";2;0;6;0;0;4;1;2;0,74;0,7121;0,79;0,1343;7;40;47
"2425";2425;"2011-04-15";2;0;4;22;1;5;0;2;0,38;0,3939;0,82;0,3881;16;64;80
"5197";5197;"2011-08-09";3;0;8;10;0;2;1;2;0,8;0,7727;0,59;0,2239;55;89;144
"4287";4287;"2011-07-02";3;0;7;12;0;6;0;1;0,82;0,7121;0,3;0,1343;142;232;374
"311";311;"2011-01-14";1;0;1;10;0;5;1;1;0,18;0,1818;0,55;0,194;4;40;44
"16062";16062;"2012-11-06";4;1;11;22;0;2;1;2;0,3;0,2879;0,56;0,2239;17;136;153
"7559";7559;"2011-11-16";4;0;11;13;0;3;1;3;0,46;0,4545;0,94;0,1343;6;52;58
"1072";1072;"2011-02-17";1;0;2;9;0;4;1;1;0,36;0,3485;0,57;0,194;16;163;179
"1057";1057;"2011-02-16";1;0;2;18;0;3;1;1;0,4;0,4091;0,4;0,2239;20;202;222
"3141";3141;"2011-05-15";2;0;5;18;0;0;0;1;0,56;0,5303;0,78;0,2537;60;177;237
"7604";7604;"2011-11-18";4;0;11;10;0;5;1;1;0,26;0,2424;0,41;0,2836;10;105;115
"13351";13351;"2012-07-15";3;1;7;11;0;0;0;1;0,82;0,7727;0,52;0,1642;170;281;451
"9439";9439;"2012-02-03";1;1;2;4;0;5;1;1;0,26;0,2576;0,6;0,2239;0;2;2
"11971";11971;"2012-05-18";2;1;5;23;0;5;1;1;0,52;0,5;0,55;0;41;133;174
"14405";14405;"2012-08-28";3;1;8;9;0;2;1;2;0,7;0,6667;0,79;0,1642;44;351;395
"4123";4123;"2011-06-25";3;0;6;16;0;6;0;1;0,76;0,6818;0,43;0,2985;175;235;410
"9051";9051;"2012-01-18";1;1;1;0;0;3;1;2;0,46;0,4545;0,77;0,3284;3;14;17
"11476";11476;"2012-04-28";2;1;4;8;0;6;0;1;0,38;0,3939;0,4;0,1343;24;134;158
"10139";10139;"2012-03-03";1;1;3;12;0;6;0;2;0,42;0,4242;0,67;0,2537;47;252;299
"13417";13417;"2012-07-18";3;1;7;5;0;3;1;1;0,72;0,6818;0,7;0,1642;5;41;46
"16915";16915;"2012-12-12";4;1;12;13;0;3;1;2;0,34;0,3636;0,42;0;18;220;238
"2337";2337;"2011-04-12";2;0;4;6;0;2;1;2;0,54;0,5152;0,68;0,2836;3;55;58
"4297";4297;"2011-07-02";3;0;7;22;0;6;0;1;0,72;0,6667;0,51;0,1642;78;123;201
"10340";10340;"2012-03-11";1;1;3;22;0;0;0;1;0,4;0,4091;0,54;0,194;13;81;94
"17106";17106;"2012-12-20";4;1;12;12;0;4;1;2;0,36;0,3485;0,53;0,1642;31;181;212
"8645";8645;"2011-12-31";1;0;12;23;0;6;0;1;0,36;0,3788;0,66;0;4;27;31
"4182";4182;"2011-06-28";3;0;6;3;0;2;1;2;0,66;0,6212;0,74;0;0;2;2
"14844";14844;"2012-09-15";3;1;9;16;0;6;0;2;0,66;0,6212;0,36;0,2239;350;433;783
"5835";5835;"2011-09-05";3;0;9;13;1;1;0;2;0,74;0,697;0,7;0,1343;154;235;389
"6133";6133;"2011-09-18";3;0;9;2;0;0;0;1;0,44;0,4394;0,82;0,2537;21;68;89
"2174";2174;"2011-04-05";2;0;4;10;0;2;1;3;0,34;0,303;0,81;0,3881;3;25;28
"14172";14172;"2012-08-18";3;1;8;16;0;6;0;1;0,76;0,6667;0,37;0,2537;287;354;641
"15738";15738;"2012-10-22";4;1;10;22;0;1;1;1;0,46;0,4545;0,82;0,1343;25;158;183
"11124";11124;"2012-04-13";2;1;4;16;0;5;1;1;0,56;0,5303;0,26;0,2537;113;350;463
"13448";13448;"2012-07-19";3;1;7;12;0;4;1;1;0,84;0,7879;0,49;0,2836;59;215;274
"545";545;"2011-01-24";1;0;1;20;0;1;1;1;0,14;0,1364;0,59;0,194;1;80;81
"1549";1549;"2011-03-09";1;0;3;21;0;3;1;2;0,32;0,303;0,93;0,3284;10;52;62
"4488";4488;"2011-07-10";3;0;7;21;0;0;0;1;0,74;0,6818;0,62;0,2537;65;162;227
"9252";9252;"2012-01-26";1;1;1;9;0;4;1;2;0,3;0,3333;0,81;0;18;256;274
"11198";11198;"2012-04-16";2;1;4;18;1;1;0;1;0,8;0,697;0,31;0,3881;87;589;676
"6635";6635;"2011-10-09";4;0;10;0;0;0;0;1;0,46;0,4545;0,88;0,0896;46;83;129
"4409";4409;"2011-07-07";3;0;7;14;0;4;1;1;0,86;0,7879;0,41;0,2537;39;121;160
"10513";10513;"2012-03-19";1;1;3;3;0;1;1;1;0,46;0,4545;0,88;0,0896;0;2;2
"3094";3094;"2011-05-13";2;0;5;19;0;5;1;2;0,52;0,5;0,83;0,194;25;245;270
"1819";1819;"2011-03-21";2;0;3;12;0;1;1;2;0,44;0,4394;0,77;0,2537;25;56;81
"13056";13056;"2012-07-03";3;1;7;4;0;2;1;1;0,68;0,6364;0,65;0,1045;0;6;6
"4048";4048;"2011-06-22";3;0;6;13;0;3;1;2;0,82;0,7879;0,56;0,2537;34;113;147
"7085";7085;"2011-10-27";4;0;10;19;0;4;1;2;0,44;0,4394;0,67;0,4627;19;200;219
"1492";1492;"2011-03-07";1;0;3;12;0;1;1;1;0,3;0,2727;0,42;0,4179;28;68;96
"12929";12929;"2012-06-27";3;1;6;21;0;3;1;1;0,74;0,6515;0,35;0,1343;54;313;367
"16149";16149;"2012-11-10";4;1;11;14;0;6;0;1;0,54;0,5152;0,37;0;280;347;627
"15536";15536;"2012-10-14";4;1;10;12;0;0;0;1;0,62;0,6212;0,46;0,3284;200;362;562
"13773";13773;"2012-08-02";3;1;8;1;0;4;1;1;0,68;0,6364;0,79;0,1045;6;36;42
"16689";16689;"2012-12-03";4;1;12;3;0;1;1;1;0,38;0,3939;0,87;0;2;6;8
"7568";7568;"2011-11-16";4;0;11;22;0;3;1;3;0,42;0,4242;0,88;0,2239;1;45;46
"16744";16744;"2012-12-05";4;1;12;10;0;3;1;2;0,44;0,4394;0,47;0,3582;14;127;141
"336";336;"2011-01-15";1;0;1;11;0;6;0;1;0,2;0,197;0,55;0,2239;18;54;72
"14991";14991;"2012-09-21";3;1;9;19;0;5;1;1;0,64;0,6061;0,65;0,2537;95;493;588
"3092";3092;"2011-05-13";2;0;5;17;0;5;1;3;0,52;0,5;0,88;0,1642;62;429;491
"4089";4089;"2011-06-24";3;0;6;6;0;5;1;1;0,66;0,6061;0,83;0,1343;4;87;91
"12933";12933;"2012-06-28";3;1;6;1;0;4;1;1;0,66;0,6212;0,54;0;11;14;25
"14774";14774;"2012-09-12";3;1;9;18;0;3;1;1;0,66;0,6212;0,44;0,2537;91;886;977
"14517";14517;"2012-09-02";3;1;9;1;0;0;0;1;0,66;0,5909;0,89;0;15;58;73
"5";5;"2011-01-01";1;0;1;4;0;6;0;1;0,24;0,2879;0,75;0;0;1;1
"16346";16346;"2012-11-18";4;1;11;19;0;0;0;1;0,36;0,3485;0,66;0,1642;16;194;210
"3614";3614;"2011-06-04";2;0;6;11;0;6;0;1;0,66;0,6212;0,36;0,1343;120;249;369
"1463";1463;"2011-03-06";1;0;3;6;0;0;0;2;0,42;0,4242;0,94;0,3582;1;1;2
"8780";8780;"2012-01-06";1;1;1;15;0;5;1;1;0,52;0,5;0,27;0,2537;44;178;222
"10355";10355;"2012-03-12";1;1;3;13;0;1;1;2;0,54;0,5152;0,32;0,2537;74;176;250
"14781";14781;"2012-09-13";3;1;9;1;0;4;1;1;0,54;0,5152;0,77;0,0896;6;22;28
"5074";5074;"2011-08-04";3;0;8;7;0;4;1;2;0,68;0,6364;0,89;0,2985;11;271;282
"9654";9654;"2012-02-12";1;1;2;4;0;0;0;2;0,1;0,0455;0,46;0,7164;0;1;1
"7448";7448;"2011-11-11";4;0;11;22;1;5;0;1;0,32;0,3182;0,39;0,194;13;78;91
"9230";9230;"2012-01-25";1;1;1;11;0;3;1;2;0,3;0,2727;0,61;0,2985;52;105;157
"1409";1409;"2011-03-03";1;0;3;23;0;4;1;2;0,18;0,2121;0,43;0,0896;0;23;23
"8532";8532;"2011-12-27";1;0;12;5;0;2;1;2;0,3;0,2727;0,64;0,2836;0;8;8
"13782";13782;"2012-08-02";3;1;8;10;0;4;1;1;0,8;0,7576;0,55;0;51;130;181
"13998";13998;"2012-08-11";3;1;8;10;0;6;0;1;0,72;0,6818;0,62;0,0896;125;282;407
"7725";7725;"2011-11-23";4;0;11;11;0;3;1;2;0,5;0,4848;0,72;0,4179;9;107;116
"6788";6788;"2011-10-15";4;0;10;9;0;6;0;1;0,52;0,5;0,48;0,2985;50;157;207
"6996";6996;"2011-10-24";4;0;10;2;0;1;1;1;0,4;0,4091;0,87;0,1045;1;6;7
"14697";14697;"2012-09-09";3;1;9;13;0;0;0;1;0,68;0,6364;0,39;0;238;491;729
"1783";1783;"2011-03-19";1;0;3;23;0;6;0;1;0,38;0,3939;0,4;0,2985;13;37;50
"1541";1541;"2011-03-09";1;0;3;13;0;3;1;2;0,32;0,2879;0,76;0,3582;17;82;99
"1518";1518;"2011-03-08";1;0;3;14;0;2;1;2;0,38;0,3939;0,2;0;16;56;72
"2459";2459;"2011-04-17";2;0;4;8;0;0;0;1;0,38;0,3939;0,46;0,3881;7;36;43
"1761";1761;"2011-03-19";1;0;3;1;0;6;0;2;0,58;0,5455;0,46;0,3582;16;35;51
"13262";13262;"2012-07-11";3;1;7;18;0;3;1;1;0,78;0,6818;0,38;0,2537;79;735;814
"1571";1571;"2011-03-10";1;0;3;21;0;4;1;3;0,36;0,3485;0;0,2239;1;27;28
"16165";16165;"2012-11-11";4;1;11;6;0;0;0;1;0,3;0,3182;0,87;0,0896;3;16;19
"78";78;"2011-01-04";1;0;1;9;0;2;1;1;0,16;0,1515;0,64;0,2239;2;98;100
"7590";7590;"2011-11-17";4;0;11;20;0;4;1;1;0,3;0,2879;0,42;0,2836;7;162;169
"2898";2898;"2011-05-05";2;0;5;15;0;4;1;1;0,56;0,5303;0,26;0,4925;27;120;147
"6523";6523;"2011-10-04";4;0;10;8;0;2;1;1;0,44;0,4394;0,77;0,2239;28;372;400
"14463";14463;"2012-08-30";3;1;8;19;0;4;1;1;0,76;0,6818;0,48;0,1343;78;532;610
"3136";3136;"2011-05-15";2;0;5;13;0;0;0;1;0,62;0,5909;0,73;0,2836;195;261;456
"14813";14813;"2012-09-14";3;1;9;9;0;5;1;2;0,62;0,5909;0,78;0,1642;46;301;347
"13957";13957;"2012-08-09";3;1;8;17;0;4;1;1;0,86;0,7576;0,36;0,2537;111;699;810
"10077";10077;"2012-02-29";1;1;2;22;0;3;1;3;0,42;0,4242;0,94;0,2537;2;53;55
"7689";7689;"2011-11-21";4;0;11;23;0;1;1;3;0,4;0,4091;0,87;0,1642;4;29;33
"11903";11903;"2012-05-16";2;1;5;3;0;3;1;1;0,56;0,5303;0,88;0,1045;1;5;6
"16841";16841;"2012-12-09";4;1;12;11;0;0;0;2;0,4;0,4091;0,87;0,2985;40;210;250
"13435";13435;"2012-07-18";3;1;7;23;0;3;1;1;0,76;0,7121;0,58;0,0896;19;112;131
"4801";4801;"2011-07-23";3;0;7;22;0;6;0;1;0,8;0,7727;0,59;0,194;37;88;125
"16540";16540;"2012-11-26";4;1;11;21;0;1;1;1;0,34;0,3636;0,49;0;9;172;181
"359";359;"2011-01-16";1;0;1;10;0;0;0;1;0,22;0,2121;0,51;0,2836;8;71;79
"12826";12826;"2012-06-23";3;1;6;14;0;6;0;1;0,78;0,6818;0,33;0,2537;238;371;609
"5690";5690;"2011-08-30";3;0;8;12;0;2;1;1;0,72;0,6515;0,37;0;65;172;237
"16892";16892;"2012-12-11";4;1;12;14;0;2;1;2;0,38;0,3939;0,5;0,2239;19;185;204
"6647";6647;"2011-10-09";4;0;10;12;0;0;0;1;0,64;0,6212;0,44;0,0896;212;243;455
"10900";10900;"2012-04-04";2;1;4;7;0;3;1;2;0,44;0,4394;0,62;0;12;354;366
"13692";13692;"2012-07-29";3;1;7;16;0;0;0;1;0,8;0,7273;0,43;0,1343;191;330;521
"5613";5613;"2011-08-26";3;0;8;18;0;5;1;2;0,74;0,7121;0,74;0,1343;40;370;410
"9276";9276;"2012-01-27";1;1;1;9;0;5;1;3;0,5;0,4848;0,88;0,2836;6;101;107
"4871";4871;"2011-07-26";3;0;7;20;0;2;1;1;0,8;0,7273;0,46;0,2537;47;243;290
"12688";12688;"2012-06-17";2;1;6;20;0;0;0;1;0,62;0,6212;0,57;0,194;101;201;302
"2490";2490;"2011-04-18";2;0;4;15;0;1;1;2;0,6;0,6212;0,43;0,194;64;112;176
"7889";7889;"2011-11-30";4;0;11;8;0;3;1;1;0,28;0,2727;0,81;0,194;13;465;478
"16800";16800;"2012-12-07";4;1;12;18;0;5;1;2;0,38;0,3939;0,71;0,1045;25;473;498
"978";978;"2011-02-13";1;0;2;9;0;0;0;2;0,24;0,2273;0,6;0,2239;12;35;47
"6449";6449;"2011-10-01";4;0;10;6;0;6;0;1;0,42;0,4242;0,67;0,3284;4;15;19
"4880";4880;"2011-07-27";3;0;7;5;0;3;1;1;0,7;0,6515;0,54;0,2836;0;18;18
"156";156;"2011-01-07";1;0;1;18;0;5;1;1;0,2;0,2273;0,4;0,0896;7;116;123
"12022";12022;"2012-05-21";2;1;5;2;0;1;1;3;0,56;0,5303;0,94;0,2537;2;9;11
"7720";7720;"2011-11-23";4;0;11;6;0;3;1;2;0,44;0,4394;1;0;1;68;69
"7937";7937;"2011-12-02";4;0;12;8;0;5;1;1;0,24;0,2879;0,87;0;13;432;445
"796";796;"2011-02-05";1;0;2;14;0;6;0;3;0,22;0,2727;1;0;5;50;55
"14860";14860;"2012-09-16";3;1;9;8;0;0;0;1;0,54;0,5152;0,64;0,1642;34;94;128
"12440";12440;"2012-06-07";2;1;6;12;0;4;1;1;0,7;0,6364;0,42;0;62;274;336
"8704";8704;"2012-01-03";1;1;1;11;0;2;1;1;0,18;0,1364;0,37;0,5224;12;63;75
"405";405;"2011-01-18";1;0;1;20;0;2;1;2;0,22;0,2727;0,87;0;0;83;83
"6812";6812;"2011-10-16";4;0;10;9;0;0;0;1;0,5;0,4848;0,45;0,2239;39;151;190
"1445";1445;"2011-03-05";1;0;3;11;0;6;0;2;0,4;0,4091;0,76;0,2239;43;116;159
"3717";3717;"2011-06-08";2;0;6;18;0;3;1;1;0,9;0,8182;0,37;0,2239;61;398;459
"9778";9778;"2012-02-17";1;1;2;8;0;5;1;2;0,26;0,303;1;0;4;516;520
"13182";13182;"2012-07-08";3;1;7;10;0;0;0;1;0,9;0,8636;0,45;0;85;234;319
"17152";17152;"2012-12-22";1;1;12;10;0;6;0;1;0,26;0,2273;0,48;0,3284;13;105;118
"1896";1896;"2011-03-24";2;0;3;18;0;4;1;2;0,3;0,2727;0,61;0,2985;17;197;214
"1411";1411;"2011-03-04";1;0;3;1;0;5;1;2;0,18;0,1818;0,64;0,194;0;4;4
"9766";9766;"2012-02-16";1;1;2;20;0;4;1;2;0,32;0,3333;0,87;0,1343;5;211;216
"10315";10315;"2012-03-10";1;1;3;20;0;6;0;1;0,32;0,3333;0,33;0,1343;20;101;121
"1270";1270;"2011-02-26";1;0;2;1;0;6;0;1;0,24;0,2121;0,52;0,2985;2;25;27
"14276";14276;"2012-08-23";3;1;8;0;0;4;1;1;0,64;0,5909;0,78;0;9;51;60
"1660";1660;"2011-03-14";1;0;3;17;0;1;1;1;0,38;0,3939;0,4;0,194;42;229;271
"14348";14348;"2012-08-26";3;1;8;0;0;0;0;1;0,64;0,5758;0,89;0,2537;23;111;134
"8125";8125;"2011-12-10";4;0;12;4;0;6;0;2;0,26;0,2727;0,65;0,1045;0;3;3
"17226";17226;"2012-12-25";1;1;12;14;1;2;0;1;0,38;0,3939;0,46;0,2985;58;68;126
